Line	D_20	GL_20	G_20	MD_20	MGL_20	AD_20	AGL_20	MG_20	TIF_20	Protein_20	Oil_20	Total-Isoflavone_20	Ds_20	Gs_20	GLs_20	D_21	GL_21	G_21	MD_21	MGL_21	AD_21	AGL_21	MG_21	TIF_21	Protein_21	Oil_21	Total-Isoflavone_21	Ds_21	Gs_21	GLs_21
JY032	413.8458736	101.0822573	325.9798785	1810.749856	459.6694159	82.19304022	52.6269595	1515.781158	4761.928439	42.86	15.795	4761.928439	2306.78877	1841.761037	613.3786327	163.8077333	88.7676	351.0182	1038.419767	275.8366667	167.1635333	51.56503333	1168.591367	3305.1699	41.303	18.94066667	2987.847967	1369.391033	1519.609567	416.1693
JY033	500.8122615	136.9369836	663.9945813	2091.345859	543.1160046	156.1034568	67.67820224	2858.510205	7018.497554	46.89	13.642	7018.497554	2748.261577	3522.504787	747.7311904	236.6092333	98.79686667	393.1793667	1348.1422	321.1229333	169.8893333	57.64323333	1509.661667	4135.044833	46.537	15.72666667	4002.435533	1754.640767	1902.841033	477.5630333
JY034	71.92035956	30.93751013	190.5010116	457.6168732	234.9230929	58.46990701	27.53724685	1206.730184	2278.636185	42.291	17.35	2278.636185	588.0071398	1397.231195	293.3978499	134.4725333	84.79703333	388.6008667	769.0352667	290.6210667	144.5550333	59.73873333	1332.554333	3204.374867	44.667	18.505	3411.2184	1048.062833	1721.1552	435.1568333
JY035	292.8624543	44.54432767	323.8947008	1398.755978	319.0470042	82.17986611	32.92657465	1685.551488	4179.762393	42.92466667	17.05466667	4179.762393	1773.798298	2009.446189	396.5179065	387.5765667	117.4396333	511.5856	1859.678633	398.6916	174.0027	56.51953333	2162.054533	5667.5488	42.91666667	17.21233333	5895.164733	2421.2579	2673.640133	572.6507667
JY036	473.5330564	122.9654718	1043.714711	1926.411369	522.687275	279.7073633	59.36787654	4152.784389	8581.171512	44.299	14.28033333	8581.171512	2679.651788	5196.499101	705.0206233	414.7011333	102.4542	485.6190667	1883.1932	433.9277333	177.6404667	57.18636667	1942.9136	5497.635767	45.009	15.15333333	5679.241233	2475.5348	2428.532667	593.5683
JY037	121.3770503	55.58393072	285.136637	622.863119	308.488468	97.58889452	36.40544545	1483.162487	3010.606032	52.70666667	12.88133333	3010.606032	841.8290639	1768.299124	400.4778441	56.46543333	85.96813333	309.5081333	95.55203333	341.9888667	116.8903667	86.79963333	1065.207967	2158.380567	52.81533333	15.52	2653.955067	268.9078333	1374.7161	514.7566333
JY038	413.1377434	41.59495033	455.3178688	1688.961384	308.4098417	140.421088	46.8014967	2071.321859	5165.966231	44.298	15.02233333	5165.966231	2242.520215	2526.639727	396.8062887	262.3083	117.2015667	478.7710333	1396.416433	348.165	186.8002667	69.51046667	1885.2082	4744.381267	44.387	15.48233333	4519.031567	1845.525	2363.979233	534.8770333
JY039	97.5721249	19.31254056	148.0440603	571.8139983	216.2249032	63.87385489	43.19011157	930.53325	2090.564844	45.50933333	15.84	2090.564844	733.2599781	1078.57731	278.7275554	123.9262	62.74166667	239.3768667	877.4601	241.6196333	98.93316667	48.832	991.7705667	2684.6602	48.79766667	15.131	2862.364267	1100.319467	1231.147433	353.1933
JY040	301.8846315	71.90935235	440.5112667	1366.32093	279.1564399	161.5647434	54.22325059	2260.488164	4936.058778	45.79633333	14.50033333	4936.058778	1829.770304	2700.999431	405.2890428	308.4208667	95.1256	474.2195667	1525.2452	351.9331333	166.5889333	63.6908	1868.980467	4854.204567	46.20733333	16.314	5045.173467	2000.255	2343.200033	510.7495333
JY041	276.1679525	69.52832358	377.4545895	1247.035434	301.8585936	143.0678089	48.43915495	2003.485581	4467.037438	48.609	13.14566667	4467.037438	1666.271195	2380.940171	419.8260721	226.4428	96.255	368.2899667	1301.195567	289.1174	154.531	60.94946667	1500.786433	3997.567633	46.187	16.24733333	4063.888	1682.169367	1869.0764	446.3218667
JY042	563.3179371	121.1779329	535.2761709	2200.82173	589.8163899	155.123277	48.98557352	2245.189829	6459.70884	48.069	15.59233333	6459.70884	2919.262944	2780.466	759.9798963	423.7219333	128.5596	623.0451	2004.159	565.1381	203.0354	80.0043	2595.615567	6623.279	46.11633333	15.82833333	6829.2832	2630.916333	3218.660667	773.702
JY043	505.12468	81.31367462	430.5889331	2164.386985	464.3649892	122.6347816	31.89069572	1839.994602	5640.299341	42.10833333	17.06066667	5640.299341	2792.146447	2270.583535	577.5693596	293.6580667	103.3181667	412.3597	1571.545267	324.6753	167.7607	57.0926	1648.3071	4578.7169	41.56066667	18.30433333	4471.735	2032.964033	2060.6668	485.0860667
JY044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.9548	53.92356667	245.3556333	729.134	175.6597667	143.3450333	47.39313333	843.7383667	2300.5043	44.96966667	19.124	1872.941367	934.4338333	1089.094	276.9764667
JY045	298.6073799	80.22096809	444.4746233	1331.337505	339.6338836	156.7441882	45.81623051	2258.114529	4954.949307	45.258	15.38566667	4954.949307	1786.689073	2702.589152	465.6710822	313.3398667	91.78673333	395.2064333	1561.745033	294.1861667	161.5078333	58.6902	1682.127367	4558.589633	46.33066667	15.88533333	4724.0804	2036.592733	2077.3338	444.6631
JY046	83.66061086	52.46500523	81.32392802	442.0128998	346.1231551	34.05649166	4.573461963	458.2820452	1502.497598	44.96366667	16.859	1502.497598	559.7300023	539.6059732	403.1616223	358.8192	103.5166333	472.5100333	1553.195633	322.8339	166.4634	63.91343333	2091.201667	5132.4539	42.42366667	18.98533333	5532.983733	2078.478233	2563.7117	490.2639667
JY047	161.71393	32.85319904	174.9783484	710.5392636	213.9875348	65.48653642	17.42774629	937.675255	2314.661813	47.10533333	16.19366667	2314.661813	937.73973	1112.653603	264.2684801	94.5286	78.59816667	303.1832667	524.0578	209.8223333	141.2798333	60.6421	1028.029	2440.1411	44.80266667	18.843	2489.459	759.8662333	1331.212267	349.0626
