Glyma2.0	root	stem	flower	root_hairs	leaves	nodules	pod	seed	shoot_apical_meristem
Glyma.11g121700	0.58	1.21	0.06	0.11	14.86	0.18	0.07	0.13	0.25
Glyma.11g121800	31.52	3.01	1.33	55.95	49.07	42.06	2.05	1.93	1.2
Glyma.11g121900	0.89	2.49	2.68	0.62	17.8	0.16	1.11	1.08	0.93
Glyma.11g122000	0.06	0.92	31.58	0.53	1.07	0.57	0.77	0.68	0.48
Glyma.11g122100	4.93	1.92	13.31	2.15	2.63	2.9	1.26	1	0.97
Glyma.11g122200	1.71	4.64	6.36	1.21	6.55	0.75	0.45	0.17	1.5
Glyma.11g122300	35.84	39.19	24.79	37.8	39.81	31.62	31.22	38.71	31.89
Glyma.11g122400	0.82	0.75	2.37	0.53	5.2	0.59	3.19	4.3	2.89
Glyma.11g122500	1.83	1.44	2.05	1.19	0.9	0.11	3.35	8.17	3.5
Glyma.11g122600	1.73	4.19	20.54	1.84	4.43	1.73	2.17	1.3	4.1
Glyma.11g122700	6.2	68.22	108.74	32.76	27.94	21.51	161.61	96.1	35.86
Glyma.11g122800	0.3	0.5	0.32	0.5	0.36	0.31	0.54	0.81	0.69
Glyma.11g122900	20.59	12.84	11.1	14.3	8.92	11.67	10.3	14.85	17.23
Glyma.11g123000	0.98	1.57	3.93	0.79	3.05	0.53	0.36	0.08	4.4
Glyma.11g123100	0.11	0.03	0.17	0.03	0.2	0	0.24	0.04	0
Glyma.11g123200	0.49	0.13	0.03	0	0.39	0.04	0.27	0.04	0.13
Glyma.11g123300	15.73	32.25	105.47	58.37	60.76	97.07	44.88	7.91	20.33
Glyma.11g123400	0.27	0.81	0.51	26.26	3.27	29.77	0.21	1.06	0
Glyma.11g123500	1.13	3.88	5.48	3.37	5	4.26	5.3	5	3.67
Glyma.11g123600	16.37	16.05	18.31	14.96	18.88	14.52	13.74	7.79	6.96
Glyma.11g123700	0.13	0.33	0.19	0.33	0.44	0.35	0.23	0.66	0.21
Glyma.11g123800	0	0.07	1.63	0.06	0.14	0.13	0	0	0
Glyma.11g123900	0.71	38.67	130.01	12.42	24.52	22.54	11.78	47.53	4.29
Glyma.11g124000	0.2	0.43	2.78	0.03	0.46	0.11	22.61	12.78	0
Glyma.11g124100	3.72	3.07	11.68	4.83	2.02	8.37	12.31	16.95	7.14
Glyma.11g124200	0.08	0.35	5.61	0.32	0.98	2.2	82.05	25.54	0.57
Glyma.11g124300	0.04	0.15	0.11	0	0.02	0.09	0.24	0.09	0.03
Glyma.11g124400	24.93	0.05	0.18	1.64	0	0.58	0.03	0.45	0.1
Glyma.11g124500	26.84	1.51	6.31	5.78	22.51	3.77	2	0.05	6.26
Glyma.11g124600	0	0	0	0	0	0	0	0	0
Glyma.11g124700	27.8	0.31	1.09	7.52	30.62	2.53	0.06	0	0
Glyma.11g124800	6.85	15.64	14.03	7.55	41.12	7.04	11.11	12.27	19.72
Glyma.11g124900	1.3	2.23	2.16	1.35	4.14	0.16	3.64	3.1	13.73
Glyma.11g125000	10.31	10.16	12.59	6.03	8.43	9.11	9	6.59	6.38
Glyma.11g125100	3.7	5.6	4.44	9.93	9.52	6.84	6.85	8.29	5.89
Glyma.11g125200	0.11	0.37	0.65	0.26	0	1.01	9.85	2.23	0.01
Glyma.11g125300	3.08	1.46	0.48	3.23	1.39	16.24	1.54	1.46	1.04
Glyma.11g125400	16.46	6.5	9.47	4.72	9.27	5.99	7.67	4.78	4.52
Glyma.11g125500	3.92	0.48	0.01	2.95	1.05	11.19	0.01	0.04	0.11
Glyma.11g125600	0.64	0.5	1.08	0.6	0.22	0.91	0.58	0.8	0.6
Glyma.11g125700	0.79	1.75	2.32	1.35	2.65	1.61	1.55	1.58	1.38
Glyma.11g125800	0	0	0	0	0	0	0	0	0
Glyma.11g125900	0.49	0.26	1.05	0.38	1.13	0.76	1.17	0.67	0.83
Glyma.11g126000	5.98	4.27	0.62	6.08	0.81	4.54	3.79	4.03	2.12
Glyma.11g126100	27.95	14.45	4.83	39.57	8.61	41.64	32.18	25.63	23.36
Glyma.11g126200	14.86	19.68	9.86	8.72	4.76	9.21	14.53	11.82	11.19
Glyma.11g126300	1.45	8.41	1.05	2.35	0.56	2.33	16.89	14.32	2.68
Glyma.11g126400	5.44	5.55	6.39	7.67	8.3	8.24	7.99	11.63	7.69
Glyma.11g126500	26.27	41.35	40.76	20.38	21.4	20.26	37.31	22.07	30.06
Glyma.11g126600	6	5.74	3.3	4.71	5.4	4.73	4.69	3.39	4.7
Glyma.11g126700	0.52	0.64	0.49	0.4	0.68	0.65	1.02	0.98	1.02
Glyma.11g126800	0.12	0.17	0	0	0.09	0	0.09	0.09	0.29
Glyma.11g126900	8.34	7.25	8.57	4.46	6.14	5.09	6.85	5.85	4.19
Glyma.11g127000	0.12	0	0	0	0	0.12	0	0	0
Glyma.11g127100	7.04	23.93	45.41	3.75	40.91	3.4	40.38	23.6	49.39
Glyma.11g127200	9.33	156.23	4.48	46.27	4.59	40.32	80.52	5.33	16.43
Glyma.11g127300	2.02	2.01	1.39	1.39	1.7	2.02	1.95	1.78	1.91
Glyma.11g127400	9.99	6.54	10.51	4.52	7.92	7.53	6.51	4.03	6.14
Glyma.11g127500	27.5	25.45	8.81	7.84	0.19	8.96	0.12	0.03	1.8
Glyma.11g127600	1.92	1.89	0.48	1.52	0.2	4.78	1.34	1.21	1.93
Glyma.11g127700	0.46	0.25	0.5	0.11	0.01	0	1.18	1.81	4.14
Glyma.11g127800	1.37	5.01	2.92	1.94	33.78	0.5	3.09	7.34	31.67
Glyma.11g127900	8.52	6.63	6.1	6.88	7.7	7.12	6.58	3.35	5.4
Glyma.11g128000	25.68	25.49	10.88	12.01	15.25	13.13	32.88	10.2	18.02
Glyma.11g128100	26.59	12.02	10.9	21.44	17.64	17.56	8.73	10.87	12.64
Glyma.11g128200	0.2	0.31	0.19	0	0.88	0.21	0.06	0	0
Glyma.11g128300	4.08	5.35	5.77	7.06	5	7.63	7.94	13.25	7.12
Glyma.11g128400	3.75	2.33	1.83	2.27	1.06	3.74	3.64	6.59	4.4
Glyma.11g128500	4.35	1.59	1.53	2.61	1.18	2.88	2.93	6.27	3.5
Glyma.11g128600	3.63	3.41	2.72	3.21	2.77	3.59	2.82	3.18	4.53
Glyma.11g128700	25.16	26.64	21.08	19.9	19.16	19.75	19.64	25	17.31
Glyma.11g128800	0.03	0	0	1.26	0	12.29	0.79	25.37	0.03
Glyma.11g128900	0	0.34	26.42	0.05	0.46	0.01	0.05	0.48	0.05
Glyma.11g129000	21.92	14	32.74	11.09	19.14	12.87	14.35	13.04	11.75
Glyma.11g129100	28.17	8.02	9.6	9.46	18.21	20.74	8.09	2.28	16.91
Glyma.11g129200	0.09	0.02	0	0	0.02	0.64	0	0.12	0
Glyma.11g129300	8.85	0.03	1.67	1.22	0.01	2.31	0.02	0	0
Glyma.11g129400	0	0	0	0	0	0	0	0	0
Glyma.11g129500	1.56	0.05	0.22	1.09	9.71	1.22	0.02	0	0
Glyma.11g129600	4.32	0	0.14	1.74	9.6	0.92	0	0	0
Glyma.11g129700	1.22	0.02	0.03	0.68	11.36	0.77	0	0	0
Glyma.11g129800	0.62	0	0.04	0.54	8.54	0.61	0	0	0
Glyma.11g129900	4.1	0	3.37	1.24	14.66	1.8	0.23	0.13	0.01
Glyma.11g130000	0.07	0.08	0.05	0.05	0.03	0.22	0	0	0
Glyma.11g130100	0.03	0.38	0.71	0.23	1.65	0.78	2.13	0.96	0.24
Glyma.11g130200	0.64	1.72	22.07	0.31	44.76	0.96	64.23	6.77	29.16
Glyma.11g130300	0.06	0.57	18.91	0.12	3.87	0.01	121.27	1.7	17.58
Glyma.11g130400	2.02	0.31	0.69	3.99	0.11	4.41	3.37	4.43	3.18
Glyma.11g130500	0	0.01	0	0	0.01	0.23	0	0.01	0
Glyma.11g130600	0.35	4.87	13.14	7.36	4.48	8.97	6.3	5.82	3.32
Glyma.11g130700	0.59	3.11	2.17	1.53	7.63	2.43	7.45	9.23	1.46
Glyma.11g130800	1.24	1.05	0.4	1.73	0.1	1.54	0.64	0.99	2.47
Glyma.11g130900	129.83	44.29	22.64	96.25	2.23	94.46	31.27	55.68	231.29
Glyma.11g131000	1.3	3.15	4.41	1.38	1.83	2.21	2.96	2.02	1.11
Glyma.11g131100	2.66	0.7	2.14	1.01	0	0.7	0.09	0	1.07
Glyma.11g131200	41.62	19.23	31.7	15.39	10.7	12.7	1.43	0.93	18.98
Glyma.11g131300	13.31	0.02	5.42	21.46	0	8.76	0.01	0.19	0.02
Glyma.11g131400	0.06	0.27	0.28	0.35	0.57	0.4	0.31	0.47	0.65
Glyma.11g131500	0	0	0.29	0	0.16	0	0	0	0
Glyma.11g131600	13.24	11.04	13.12	5.44	10.05	7.94	13.33	14.8	7.7
Glyma.11g131700	1.96	2.38	7.16	1.3	5.05	6.52	14.36	19.46	12.23
Glyma.11g131800	1.1	1.95	3.94	2.12	3.37	2.49	1.84	1.33	0.95
Glyma.11g131900	2.62	0.05	0.03	1.51	0	1.4	0.2	1.41	0
Glyma.11g132000	133.97	118.33	142.88	69.88	87.36	82.73	87.39	58.82	59.18
Glyma.11g132100	50.82	2.06	1.11	35.64	0.6	12.93	1.08	1.41	2.46
Glyma.11g132200	3.82	2.19	1.75	5.44	12.45	3.68	2.43	1.63	1.87
Glyma.11g132300	0.3	0.6	0.69	0.58	0.29	1.24	1.59	1.36	1.66
Glyma.11g132400	0	0	0	0	0	0	0	0	0
Glyma.11g132500	2.42	2.19	2.22	1.34	0.58	2.41	1.16	0.36	1.3
Glyma.11g132600	0.32	0.07	0.85	0.31	0	0.54	0.03	0.11	1.3
Glyma.11g132700	22.23	21.47	8.06	21.72	4.14	12.87	24.06	22.57	19.91
Glyma.11g132800	87.82	0	0	169.43	0	93.99	0	0	0
Glyma.11g132900	11.9	0.07	0.11	0.07	0.05	0.17	0	0	0.62
Glyma.11g133000	3692.77	29.16	6.75	28.59	6.41	32.78	1.1	0.13	3.29
Glyma.11g133100	29.7	0.21	0	0.18	0	0	0	0	0
Glyma.11g133200	3.58	5.34	3.84	6.65	4.18	4.65	5.12	7.16	6.6
Glyma.11g133300	0.26	0.03	1.46	0.02	0.53	0	0.03	0	2.78
Glyma.11g133400	0.11	0.04	0.14	0.1	0.21	0.25	0.06	0.55	0.23
Glyma.11g133500	2.24	4.92	5.72	3.22	11.95	3.14	5.45	3.87	7.08
Glyma.11g133600	28.52	36.76	27.08	80.48	49.92	64.19	66.57	246.71	70.78
Glyma.11g133700	0.23	12.9	0.25	1.33	1.26	1.92	15.28	0.1	1.05
Glyma.11g133800	7.23	10.81	3.63	15.95	29.56	20.52	15.09	8.33	13.49
Glyma.11g133900	0.11	0.25	0.14	0.42	0.06	0.2	0.08	0.03	0.17
Glyma.11g134000	3.13	9.02	4.08	7.25	3.67	4.47	6.9	10.97	8.19
Glyma.11g134100	0	0	0	0.13	0.08	0.15	0.16	0.58	0.07
Glyma.11g134200	37.2	43.91	111.15	57.56	45.67	56.61	62.16	44.74	60.47
Glyma.11g134300	4.47	0.84	26.37	2.84	1.34	11.98	0.96	0.55	1.88
Glyma.11g134400	0.03	0.06	0.1	0.01	0	0.24	0.12	0.2	0.12
Glyma.11g134500	0	0	0	0.06	0	0.72	0	0	0
Glyma.11g134600	0	0	0	0	0	0.39	0	0	0
Glyma.11g134700	2.07	18.64	21.46	6.52	76.95	12.8	22.11	31.65	16.07
Glyma.11g134800	1.31	7.39	3.35	1.75	5.73	4.51	0.61	1.27	1.66
Glyma.11g134900	170.85	109.69	163.08	109.94	107.09	118.78	115.78	200.18	106.94
Glyma.11g135000	0.33	3.44	4.5	0.91	0.6	0.79	0.26	0.1	0.11
Glyma.11g135100	2.22	2.84	3.13	3.22	5.61	3.3	2.21	3.6	3.16
Glyma.11g135200	0.37	0.92	1.31	0.57	0.46	0.72	0.75	2	0.39
Glyma.11g135300	2.28	3.11	1.59	3.6	2.51	3.21	3.38	3.89	2.95
Glyma.11g135400	46.54	38.81	16.51	38.43	24.47	35.1	27.85	24.56	16.97
Glyma.11g135500	5.02	2.97	3.93	2.73	2.41	4.01	2.84	3.29	2.4
Glyma.11g135600	0	0	0	0	0	0	0	0	0
Glyma.11g135700	1.63	2.99	1.38	1.8	3.6	3.01	3.85	3.18	4.17
Glyma.11g135800	0	0	0.02	0.61	0.05	3.47	0	0	0.02
Glyma.11g135900	1.93	11.13	5.62	2.95	30.91	1.39	14.9	7.13	29.74
Glyma.11g136000	7.59	9.42	12.72	12.45	12.74	11.78	13.67	16.61	13.98
Glyma.11g136100	12.45	17.87	18.91	12.53	15.72	11.48	15.18	10.32	12
Glyma.11g136200	1.88	8.19	9.14	1.7	17.81	2.05	6.03	3.04	8.08
Glyma.11g136300	0.16	0.04	1.95	0.1	0.16	0.32	0.01	0.02	0.08
Glyma.11g136400	0.18	0.56	0.42	0.69	1.05	1.37	0.51	0.74	0.55
Glyma.11g136500	0.07	0.14	0.24	0.16	0.23	0.11	0.18	0.07	0.22
Glyma.11g136600	5.3	7.99	8.75	8.99	6.48	9.22	5.1	4.43	1.5
Glyma.11g136700	7.43	7.98	8.98	10.93	9.85	8.64	8.2	10.42	6.85
Glyma.11g136800	0.89	0.22	2	0.19	0.12	0.11	0.37	0.2	0.56
Glyma.11g136900	2.88	0.79	4.38	0.73	1.08	1.22	0.87	2.7	1.99
Glyma.11g137000	3.89	6.34	7	7.32	7.25	5.9	6.68	4.13	7.34
Glyma.11g137100	4.22	8.07	7.41	8.59	8.53	7.36	8.54	5.3	7.87
Glyma.11g137200	3.7	6.54	5.75	4.15	6.19	4.12	4.58	4.85	5.15
Glyma.11g137300	10.54	4.91	6.16	8.82	28.84	4.59	2.68	1.96	1.89
Glyma.11g137400	8.66	11.67	3.45	8.51	3.53	6.91	27.51	25.7	14.03
Glyma.11g137500	0.05	0.31	2.36	0.18	0.16	0.39	219.15	0.01	0.07
Glyma.11g137600	0	0.12	0	0.2	0	0.36	0	0	0
Glyma.11g137700	20.96	18.8	21.49	18.15	12.97	16.36	19.82	20.48	15.35
Glyma.11g137800	25.71	10.38	12.68	11.11	5.31	10.57	16.22	15.83	14.19
Glyma.11g137900	0.06	0.05	0.72	0.01	0.12	0.05	0.06	0.05	0.21
Glyma.11g138000	0.68	0.92	6.91	1.87	9.42	1.95	1.74	3.14	0.57
Glyma.11g138100	0.15	0.7	0.39	0.53	1.68	0.56	0.73	0.76	0.17
Glyma.11g138200	0	0	0	0.05	0.06	0.11	0.03	0.05	0
Glyma.11g138300	2.77	6.21	2.69	3.26	4.97	2.97	7.06	4.25	4.18
Glyma.11g138400	1.56	1.61	1.35	2.25	4.64	1.87	1.89	1.84	0.93
Glyma.11g138500	0.35	0.15	0.37	0.24	1.15	0.26	0.07	0.06	0.05
Glyma.11g138600	0.74	2.9	2.86	1.55	4.43	1.74	1.91	1.6	2.9
Glyma.11g138700	8.55	12.98	50.76	8.32	14.87	9.24	16.84	13.56	14.41
Glyma.11g138800	25.64	20.35	23.44	20.06	14.75	22.55	21.54	31.65	17.69
Glyma.11g138900	42.13	20.09	14.81	41.93	25.4	27.01	17.54	26.93	17.05
Glyma.11g139000	0.2	0.75	1.13	0.32	0.95	0.2	2.06	0.47	0.45
Glyma.11g139100	3.52	93.14	8.28	18.15	1.61	16.03	24.01	24.85	28.71
Glyma.11g139200	5.77	5.7	2.41	3.74	8.21	4.35	4.61	4.79	3.17
Glyma.11g139300	10.36	22.94	50.56	8.74	186.14	16.27	29.58	35.66	20.64
Glyma.11g139400	53.29	25.27	7.07	55.18	19.12	29.7	10.13	20.73	19.93
Glyma.11g139500	14.93	4.06	8.47	5.15	5.46	7.63	2.56	2.86	1.92
Glyma.11g139600	40.09	6.75	9.46	10.7	10.1	11.22	10.36	10.34	6.47
Glyma.11g139700	1.64	6.86	18.72	1.48	9.31	1.9	4.17	4.44	4.67
Glyma.11g139800	10.35	2.56	2.94	6.45	12.74	2.6	1.56	2.07	6.32
Glyma.11g139900	0.58	0	0	0.54	0.06	0.2	0.02	0.38	0.31
Glyma.11g140000	4.13	6.7	1.79	10.51	4.91	3.43	8.7	1.21	8.8
Glyma.11g140100	39.6	29.91	30.06	25.25	47.8	27.64	16.85	12.06	15.58
Glyma.11g140200	0.74	4.14	2.27	2.6	3.5	3.15	1.3	2.21	1.88
Glyma.11g140300	0.55	0.72	0.72	0.3	1.26	0.51	0.69	0.38	0.85
Glyma.11g140400	0	0	0	0.05	0.02	0.1	0.12	0.14	0.02
Glyma.11g140500	74.26	114.94	38.89	109.83	75.23	146.67	307.77	104.3	58
Glyma.11g140600	7.33	10.72	13.82	8.58	59.47	5.99	15.43	9.56	15.68
Glyma.11g140700	0	15.48	0	3.06	0	2.03	0.56	0.77	0.25
Glyma.11g140800	3.59	3.37	7.17	11.22	0.08	8.12	3.4	7.79	5.63
Glyma.11g140900	78.68	75.83	69.82	80.39	55.77	71.37	49.76	113	45.22
Glyma.11g141000	8.95	11.41	2.49	10.48	2.6	9.89	11.21	98.17	13.28
Glyma.11g141100	23.79	13.08	11.47	14.01	9.3	13.75	13.49	20.13	10.06
Glyma.11g141200	38.85	82.21	28.14	31.41	13.79	33.29	78.49	21.12	25.28
Glyma.11g141300	4.74	7.62	2.41	6.32	0.47	2.11	32.72	11.68	0.95
Glyma.11g141400	8.25	2.89	5.12	5.66	1.72	7.38	9.77	11.03	6.6
Glyma.11g141500	22.02	17.68	17.29	22.87	15.58	17.07	18.15	22.34	17.9
Glyma.11g141600	133.29	85.91	62.86	114.11	42.58	122.06	87.42	170.14	267.21
Glyma.11g141700	17.45	12.83	4.54	12.84	4.36	14.85	7.69	12.52	19.41
Glyma.11g141800	73.28	28.98	17.61	51.95	20.93	58.83	31.52	41.88	124.04
Glyma.11g141900	0	0.81	1.65	0.95	1.62	0.85	0.63	1	1.48
Glyma.11g142000	0	0	0.57	0	0	0	0.5	2.51	0
Glyma.11g142100	98.83	58.68	48.94	77.3	44.4	90.86	53.29	67.59	152.41
Glyma.11g142200	1.68	5.96	13.95	6.65	10.45	9.82	51.61	54.42	6.5
Glyma.11g142300	65.83	46.68	31.51	50.47	28.4	38.2	35	28.99	27.76
Glyma.11g142400	8.65	9.34	17.69	5.41	8.6	7.78	10.42	9.32	11.16
Glyma.11g142500	0.26	0.64	0.95	0.14	0.29	0.19	0.46	0.27	0.05
Glyma.11g142600	1.53	0.37	0.39	0.95	1.38	0.5	1.37	0.81	1.27
Glyma.11g142700	13.54	10.9	13.66	12.97	21.62	10.22	6.23	14.63	9.45
Glyma.11g142800	0	0	0	0	0	0	0	0	0
Glyma.11g142900	5.31	18.27	34.35	12.11	15.93	53.22	0.71	0.24	0.9
Glyma.11g143000	11.06	19.77	27.66	5.16	18.23	8.09	8.58	7.44	21.42
Glyma.11g143100	21.53	80.35	26.8	12.03	10.23	8.89	3.67	0.24	4.66
Glyma.11g143200	119.75	68.71	45.43	99.95	57.76	79.67	45.08	82.77	68.16
Glyma.11g143300	11.8	0.02	0.46	0.77	0.66	0.83	0.06	0	0
Glyma.11g143400	181.26	127.64	60.39	265.54	113.24	177.34	109.49	271.84	147.54
Glyma.11g143500	1.41	1.5	1.58	1.35	1.56	1.99	1.71	1.8	1.92
Glyma.11g143600	2.6	0.82	1.06	0.68	1.43	2.12	1.15	4.61	0.89
Glyma.11g143700	0.44	0.23	0.1	0.32	0.08	0.6	0.08	0.07	0.45
Glyma.11g143800	0.06	0.35	0.22	0.11	0.02	0.06	0.14	0.76	0.06
Glyma.11g143900	3.53	6.03	4.22	4.3	3.82	4.04	4.76	6.78	6.32
Glyma.11g144000	2.84	0.02	0.04	5.46	0	13.58	0.01	0	0.21
Glyma.11g144100	0	0	0.08	0	0	0	0	0	0
Glyma.11g144200	3.62	0.05	0.02	7.15	0	18.17	0.02	0.01	0.15
Glyma.11g144300	0	0.03	0.34	0.1	0	0.12	0.09	0.28	0.19
Glyma.11g144400	0.17	0	0	0.39	0	1.3	0	0	0
Glyma.11g144500	0.28	10.81	2.9	2.32	3.1	2.86	0.18	0.21	1.26
Glyma.11g144600	2.18	0.74	0.66	0.79	0.84	0.79	0.49	0.67	1.18
Glyma.11g144700	1.69	1.24	2.55	0.61	1.15	0.73	1.51	0.59	1.03
Glyma.11g144800	9.71	14.43	11.16	3.01	5.03	2.89	14.03	26.19	9.01
Glyma.11g144900	9.01	2.45	670.26	0	0	0	0	0	0
Glyma.11g145000	9.7	8.4	10.92	7.92	10.85	7.34	7.24	4.8	6.91
Glyma.11g145100	0.32	1.73	6.63	0.52	9.53	1.51	15	0.39	7.31
Glyma.11g145200	7.13	0.02	1.8	7.25	0.37	2.23	1.03	0.86	0.01
Glyma.11g145300	6.35	8.97	19.81	7.1	5.93	7.45	11.16	10.36	6.38
Glyma.11g145400	5.58	18.89	6.78	12.85	5.6	8.89	29.16	43.95	28.08
Glyma.11g145500	3.59	9.7	2.82	4.75	5.06	1.81	8.68	9.6	3.33
Glyma.11g145600	12.31	17.14	26.42	13.69	12.83	11.89	16.06	17.58	14.09
Glyma.11g145700	35.57	32.32	16.55	18.51	25.33	21.61	20.13	17.28	12.54
Glyma.11g145800	2.64	36.9	8.44	12.93	7.87	11.83	25.66	15.63	18.72
Glyma.11g145900	3.22	10.13	4.47	6.51	5.83	4.82	10.22	10.89	8.12
Glyma.11g146000	0	0.42	0.33	0.07	0.73	0.43	0.76	0.52	0.77
Glyma.11g146100	0	0	0	0	0	0	0.47	0	0
Glyma.11g146200	0.22	1.49	5.35	0.69	3.64	0.47	1.74	0	1.86
Glyma.11g146300	119.84	110.04	54.16	185.84	71	99.85	81.61	145.71	112.57
Glyma.11g146400	0	0	0	0	0	0	0	0	0
Glyma.11g146500	38.35	112.59	85.71	79.55	6.09	99.04	89.75	19.41	27.88
Glyma.11g146600	0.44	3.92	0.58	0.66	0	0.27	0.2	1.47	2.61
Glyma.11g146700	25.08	13.44	7.41	16.19	8.21	15.35	8.79	13.54	10.91
Glyma.11g146800	31.26	36.74	8.25	49.93	31.45	30.19	28.42	59	20.54
Glyma.11g146900	8.49	8.63	2.2	9.42	6.99	4.92	5.62	6	5.38
Glyma.11g147000	5.27	6.98	4.38	5.73	9.29	6.86	4.67	2.13	5.66
Glyma.11g147100	2.43	24.72	29.32	5.88	10.54	6.1	9.45	7.04	10.58
Glyma.11g147200	4.86	9.24	8.05	8.37	6.98	7.08	6.59	6.16	7
Glyma.11g147300	0.08	0.2	0.1	0	0	0	0.17	1.08	0.08
Glyma.11g147400	20.41	13.29	11.98	18.55	19.07	13.25	11.81	20.39	7.39
Glyma.11g147500	7.57	6.92	7.61	5.76	10.44	7.13	6.37	8.3	5.68
Glyma.11g147600	61.48	0.01	0.02	29.57	0	14.99	0.24	0.06	0.04
Glyma.11g147700	71.94	0.01	0	40.14	0	14.88	0	0.01	0.01
Glyma.11g147800	0.03	44.93	1.12	6.58	0.66	5.94	0.09	0.01	0.57
Glyma.11g147900	1.77	4.11	26.83	1.21	0.76	2.72	0.73	3.4	1.5
Glyma.11g148000	3.78	3.81	1.16	3.92	1.18	5.1	3.98	5.22	5.47
Glyma.11g148100	2.34	121.8	3.71	19.94	6.26	21.71	94.26	0.15	50.1
Glyma.11g148200	0.31	5.93	0.08	0.87	0.51	1.07	0.51	0	2.45
Glyma.11g148300	0	5.2	0	0.68	0.19	0.75	1.69	0.02	0.05
Glyma.11g148400	0	21.5	0	3.61	0.18	2.33	0.15	0	0.39
Glyma.11g148500	0	30.95	0	3.87	0.39	4.13	0.05	0	0.22
Glyma.11g148600	0.07	11.28	0.01	1.44	0.14	1.37	0.07	0	0.13
Glyma.11g148700	0	27.12	0.06	3.95	0.12	3.41	0	0.02	0.28
Glyma.11g148800	0.12	0.43	0.12	0.6	1.43	0.56	0.44	0.57	0.67
Glyma.11g148900	15.06	6.45	6.1	7.19	1.47	6.28	11.48	19.1	10.7
Glyma.11g149000	0	0	0	0	0	0	0	0	0
Glyma.11g149100	0.14	6.85	0.01	0.5	2.07	0.83	0.2	1.23	1.04
Glyma.11g149200	0.53	1.39	0.46	0.8	0.61	0.38	0.43	0.7	9.73
Glyma.11g149300	2	2.55	0.46	2.21	1.15	1.83	1.13	2.19	2.32
Glyma.11g149400	1.22	0.86	0.39	0.63	0.93	0.82	1.04	0.73	0.94
Glyma.11g149500	0	0	0.26	0	0	0.06	0	0	0
Glyma.11g149600	4.77	9.4	6.14	4.26	22.61	4.64	7.01	4.04	9.2
Glyma.11g149700	19.73	26.76	11.73	18.71	15.01	11.19	26.45	14.59	14.73
Glyma.11g149800	0.5	0.62	0.64	0.43	1.49	0.25	0.35	0.56	0.64
Glyma.11g149900	9.61	32.99	46.69	18.95	27.57	21.39	44.57	41.13	50.23
Glyma.11g150000	0	0	0	0	0	0	0	0	0
Glyma.11g150100	1.4	2.36	2.27	2.53	2.49	2.21	1.81	3.06	3.45
Glyma.11g150200	0	0.4	0	0.06	0.02	0.3	0.02	0.01	0.23
Glyma.11g150300	92.24	47.56	20.43	130.71	3.8	62.87	43.28	125.78	143.73
Glyma.11g150400	358.59	84.71	43.02	369.64	13.24	116.55	132.85	446.09	220.64
Glyma.11g150500	0.15	0	0	0.04	0	0	0	0.07	0.02
Glyma.11g150600	0.11	0	0.18	0	0.06	0	0	0	0.36
Glyma.11g150700	0.99	1.19	0.33	2.16	0	1.01	0.77	1.61	14.15
Glyma.11g150800	0	0.02	0.35	0	0	0	0.07	0.03	1.11
Glyma.11g150900	0.3	0.03	0.63	0.22	0	0.23	1.07	1.25	0.05
Glyma.11g151000	0.22	0.11	0.09	2.09	4.26	1.31	0.25	3.26	0.26
Glyma.11g151100	6.45	17.96	28.76	5.68	12.4	13.33	5.55	9.05	13.73
Glyma.11g151200	12.61	6.69	3.17	12.3	7.02	10.64	3.27	7.38	10.26
Glyma.11g151300	11.23	21.74	8.19	10.72	69.88	5.32	17.34	20.04	59.61
Glyma.11g151400	8.12	13.45	5.78	10.25	19.21	5.84	8.19	11.01	14.19
Glyma.11g151500	0	0	2.58	0	0	0	0	0	0
Glyma.11g151600	0	0.11	0.21	0	0.12	0.12	0.82	0.1	0.23
Glyma.11g151700	0.47	1.55	4.39	1.3	1.89	1.31	4.35	1.93	0.98
Glyma.11g151800	55.27	28.82	9.95	34.77	12.77	8.61	12.73	24.79	105.54
Glyma.11g151900	0	0	0	0	0	0	0	0	0
Glyma.11g152000	328.62	0	0.56	39.66	0.09	49.67	0.05	0.34	0
Glyma.11g152100	0	0	0	0	0	0	0	0	0
Glyma.11g152200	0.96	1.77	2.12	0.23	2.78	1.45	1.5	0	0.53
Glyma.11g152300	0	0	0	0	0	0	0	0	0
Glyma.11g152400	129.08	19.57	8.01	34.73	17.48	36.27	12.69	1.63	15.97
Glyma.11g152500	7.42	1.65	2.82	0.89	5.57	1.62	1.26	0.57	1.26
Glyma.11g152600	12.35	15.34	6.4	18.76	18.27	15.66	10.53	15.17	13.24
Glyma.11g152700	0.08	1.72	0.56	0.27	0.09	0.27	0.17	21.56	0.15
Glyma.11g152800	0	0	0	0	0	0	0.38	0.21	0
Glyma.11g152900	0	0	0	0	0	0	0	0	0
Glyma.11g153000	0.18	0.46	1.68	0.56	0.28	0.9	0.49	0.86	0.02
Glyma.11g153100	0.61	2.75	2.05	2.61	2.02	3.02	2.21	5.25	2.52
Glyma.11g153200	45.64	5.39	13.44	0.42	0.02	0.25	0.14	0.09	281.94
Glyma.11g153300	32.79	6.3	18.34	0.11	0.03	0.24	0.13	0.02	365.55
Glyma.11g153400	1.98	3.34	2.54	2.97	3.04	2.26	3.2	3.98	3.95
Glyma.11g153500	2.43	3.43	5.61	2.46	6.68	3.43	3.27	3.33	3.38
